"File","Line","Column","Level","Text","Context","Fix"
"C:\workspace\bobcrm\src\BobCrm.Api\Endpoints\EntityDefinitionEndpoints.cs","1365","28","ERROR","重新编译失败","return Results.BadRequest(new ErrorResponse(""重新编译失败"", new Dictionary<string, string[]>","I18n.T(""ERR_XXX"")"
"C:\workspace\bobcrm\src\BobCrm.Api\Endpoints\EntityDefinitionEndpoints.cs","1365","51","ERROR","重新编译失败","return Results.BadRequest(new ErrorResponse(""重新编译失败"", new Dictionary<string, string[]>","I18n.T(""ERR_XXX"")"
"C:\workspace\bobcrm\src\BobCrm.Api\Endpoints\EntityDefinitionEndpoints.cs","1382","24","ERROR","","return Results.BadRequest(new ErrorResponse(ex.Message, ""COMPILE_FAILED""));","I18n.T(""ERR_"")"
"C:\workspace\bobcrm\src\BobCrm.Api\Endpoints\EntityDefinitionEndpoints.cs","1382","47","ERROR","","return Results.BadRequest(new ErrorResponse(ex.Message, ""COMPILE_FAILED""));","I18n.T(""ERR_"")"
"C:\workspace\bobcrm\src\BobCrm.Api\Endpoints\FieldActionEndpoints.cs","45","24","ERROR","主机地址不能为空","return Results.BadRequest(new { code = ""ERR_RDP_HOST_REQUIRED"", message = ""主机地址不能为空"" });","I18n.T(""ERR_XXX"")"
"C:\workspace\bobcrm\src\BobCrm.Api\Endpoints\FieldActionEndpoints.cs","56","20","ERROR","","return Results.BadRequest(new { code = ""ERR_RDP_GENERATE_FAILED"", message = $""生成RDP文件失败: {ex.Message}"" });","I18n.T(""ERR_"")"
"C:\workspace\bobcrm\src\BobCrm.Api\Endpoints\FieldActionEndpoints.cs","191","24","ERROR","文件路径不能为空","return Results.BadRequest(new { code = ""ERR_PATH_REQUIRED"", message = ""文件路径不能为空"" });","I18n.T(""ERR_XXX"")"
"C:\workspace\bobcrm\src\BobCrm.Api\Endpoints\FieldActionEndpoints.cs","195","24","ERROR","","return Results.Ok(new { exists = true, type = ""url"", message = ""URL路径"" });","I18n.T(""MSG_"")"
"C:\workspace\bobcrm\src\BobCrm.Api\Endpoints\FieldActionEndpoints.cs","200","24","ERROR","无效的文件路径格式","return Results.BadRequest(new { code = ""ERR_INVALID_PATH"", message = ""无效的文件路径格式"" });","I18n.T(""ERR_XXX"")"
"C:\workspace\bobcrm\src\BobCrm.Api\Endpoints\FieldActionEndpoints.cs","220","24","ERROR","","return Results.Ok(new { exists = true, type = ""directory"" });","I18n.T(""TXT_"")"
"C:\workspace\bobcrm\src\BobCrm.Api\Endpoints\FieldActionEndpoints.cs","224","24","ERROR","文件或目录不存在","return Results.Ok(new { exists = false, type = ""notfound"", message = ""文件或目录不存在"" });","I18n.T(""MSG_XXX"")"
"C:\workspace\bobcrm\src\BobCrm.Api\Endpoints\FieldActionEndpoints.cs","229","20","ERROR","","return Results.BadRequest(new { code = ""ERR_VALIDATION_FAILED"", message = $""验证失败: {ex.Message}"" });","I18n.T(""ERR_"")"
"C:\workspace\bobcrm\src\BobCrm.Api\Endpoints\FieldActionEndpoints.cs","241","24","ERROR","邮箱地址不能为空","return Results.BadRequest(new { code = ""ERR_EMAIL_REQUIRED"", message = ""邮箱地址不能为空"" });","I18n.T(""ERR_XXX"")"
"C:\workspace\bobcrm\src\BobCrm.Api\Endpoints\FieldActionEndpoints.cs","265","20","ERROR","","return Results.BadRequest(new { code = ""ERR_MAILTO_FAILED"", message = $""生成mailto链接失败: {ex.Message}"" });","I18n.T(""ERR_"")"
"C:\workspace\bobcrm\src\BobCrm.Api\Endpoints\FieldPermissionEndpoints.cs","90","20","ERROR","","return Results.Ok(new { message = ""Bulk upsert completed successfully"" });","I18n.T(""MSG_"")"
"C:\workspace\bobcrm\src\BobCrm.Api\Endpoints\FieldPermissionEndpoints.cs","103","24","ERROR","","return Results.Ok(new { message = ""Permission deleted successfully"" });","I18n.T(""MSG_"")"
"C:\workspace\bobcrm\src\BobCrm.Api\Endpoints\FieldPermissionEndpoints.cs","119","20","ERROR","","return Results.Ok(new { message = ""All permissions deleted successfully"" });","I18n.T(""MSG_"")"
"C:\workspace\bobcrm\src\BobCrm.Api\Endpoints\FileEndpoints.cs","14","49","ERROR","","if (!req.HasFormContentType) return Results.BadRequest(new { message = ""multipart/form-data required"" });","I18n.T(""ERR_"")"
"C:\workspace\bobcrm\src\BobCrm.Api\Endpoints\FileEndpoints.cs","17","38","ERROR","","if (file == null) return Results.BadRequest(new { message = ""missing file"" });","I18n.T(""ERR_"")"
"C:\workspace\bobcrm\src\BobCrm.Api\Endpoints\FileEndpoints.cs","20","20","ERROR","","return Results.Ok(new { key, url = $""/api/files/{Uri.EscapeDataString(key)}"" });","I18n.T(""TXT_"")"
"C:\workspace\bobcrm\src\BobCrm.Api\Endpoints\LayoutEndpoints.cs","148","20","ERROR","布局已保存","return Results.Ok(ApiResponseExtensions.SuccessResponse(""布局已保存""));","I18n.T(""MSG_XXX"")"
"C:\workspace\bobcrm\src\BobCrm.Api\Endpoints\LayoutEndpoints.cs","196","20","ERROR","布局已删除","return Results.Ok(ApiResponseExtensions.SuccessResponse(""布局已删除""));","I18n.T(""MSG_XXX"")"
"C:\workspace\bobcrm\src\BobCrm.Api\Endpoints\LayoutEndpoints.cs","288","20","ERROR","布局已保存","return Results.Ok(ApiResponseExtensions.SuccessResponse(""布局已保存""));","I18n.T(""MSG_XXX"")"
"C:\workspace\bobcrm\src\BobCrm.Api\Endpoints\LayoutEndpoints.cs","345","20","ERROR","布局已保存","return Results.Ok(ApiResponseExtensions.SuccessResponse(""布局已保存""));","I18n.T(""MSG_XXX"")"
"C:\workspace\bobcrm\src\BobCrm.Api\Endpoints\LayoutEndpoints.cs","389","20","ERROR","布局已删除","return Results.Ok(ApiResponseExtensions.SuccessResponse(""布局已删除""));","I18n.T(""MSG_XXX"")"
"C:\workspace\bobcrm\src\BobCrm.Api\Endpoints\LayoutEndpoints.cs","433","20","ERROR","布局已删除","return Results.Ok(ApiResponseExtensions.SuccessResponse(""布局已删除""));","I18n.T(""MSG_XXX"")"
"C:\workspace\bobcrm\src\BobCrm.Api\Endpoints\LayoutEndpoints.cs","515","20","ERROR","布局已保存","return Results.Ok(ApiResponseExtensions.SuccessResponse(""布局已保存""));","I18n.T(""MSG_XXX"")"
"C:\workspace\bobcrm\src\BobCrm.Api\Endpoints\LayoutEndpoints.cs","561","20","ERROR","布局已删除","return Results.Ok(ApiResponseExtensions.SuccessResponse(""布局已删除""));","I18n.T(""MSG_XXX"")"
"C:\workspace\bobcrm\src\BobCrm.Api\Endpoints\SetupEndpoints.cs","29","24","ERROR","","return Results.Ok(new { username = """", email = """", exists = false });","I18n.T(""TXT_"")"
"C:\workspace\bobcrm\src\BobCrm.Api\Endpoints\SetupEndpoints.cs","39","24","ERROR","","return Results.Ok(new { username = """", email = """", exists = false });","I18n.T(""TXT_"")"
"C:\workspace\bobcrm\src\BobCrm.Api\Endpoints\SetupEndpoints.cs","120","28","ERROR","创建管理员用户失败","return Results.BadRequest(new { error = ""创建管理员用户失败"", details = errors });","I18n.T(""ERR_XXX"")"
"C:\workspace\bobcrm\src\BobCrm.Api\Endpoints\SetupEndpoints.cs","124","24","ERROR","管理员账户创建成功","return Results.Ok(ApiResponseExtensions.SuccessResponse(""管理员账户创建成功""));","I18n.T(""MSG_XXX"")"
"C:\workspace\bobcrm\src\BobCrm.Api\Endpoints\SetupEndpoints.cs","141","28","ERROR","更新管理员用户失败","return Results.BadRequest(new { error = ""更新管理员用户失败"", details = errors });","I18n.T(""ERR_XXX"")"
"C:\workspace\bobcrm\src\BobCrm.Api\Endpoints\SetupEndpoints.cs","152","32","ERROR","移除旧密码失败","return Results.BadRequest(new { error = ""移除旧密码失败"", details = errors });","I18n.T(""ERR_XXX"")"
"C:\workspace\bobcrm\src\BobCrm.Api\Endpoints\SetupEndpoints.cs","161","28","ERROR","设置新密码失败","return Results.BadRequest(new { error = ""设置新密码失败"", details = errors });","I18n.T(""ERR_XXX"")"
"C:\workspace\bobcrm\src\BobCrm.Api\Endpoints\SetupEndpoints.cs","165","24","ERROR","管理员账户更新成功","return Results.Ok(ApiResponseExtensions.SuccessResponse(""管理员账户更新成功""));","I18n.T(""MSG_XXX"")"
"C:\workspace\bobcrm\src\BobCrm.Api\Endpoints\TemplateEndpoints.cs","56","24","ERROR","","return Results.NotFound(new { error = i18n.T(""MSG_TEMPLATE_NOT_FOUND"") });","I18n.T(""ERR_"")"
"C:\workspace\bobcrm\src\BobCrm.Api\Endpoints\TemplateEndpoints.cs","95","24","ERROR","","return Results.NotFound(new { error = i18n.T(""MSG_TEMPLATE_NOT_FOUND"") });","I18n.T(""ERR_"")"
"C:\workspace\bobcrm\src\BobCrm.Api\Endpoints\TemplateEndpoints.cs","117","24","ERROR","","return Results.Ok(ApiResponseExtensions.SuccessResponse(i18n.T(""MSG_TEMPLATE_DELETED"")));","I18n.T(""MSG_"")"
"C:\workspace\bobcrm\src\BobCrm.Api\Endpoints\TemplateEndpoints.cs","121","24","ERROR","","return Results.NotFound(new { error = i18n.T(""MSG_TEMPLATE_NOT_FOUND"") });","I18n.T(""ERR_"")"
"C:\workspace\bobcrm\src\BobCrm.Api\Endpoints\TemplateEndpoints.cs","148","24","ERROR","","return Results.NotFound(new { error = i18n.T(""MSG_TEMPLATE_NOT_FOUND"") });","I18n.T(""ERR_"")"
"C:\workspace\bobcrm\src\BobCrm.Api\Endpoints\TemplateEndpoints.cs","183","24","ERROR","","return Results.NotFound(new { error = i18n.T(""MSG_TEMPLATE_NOT_FOUND"") });","I18n.T(""ERR_"")"
"C:\workspace\bobcrm\src\BobCrm.Api\Endpoints\TemplateEndpoints.cs","206","24","ERROR","","return Results.NotFound(new { error = i18n.T(""MSG_TEMPLATE_NOT_FOUND"") });","I18n.T(""ERR_"")"
"C:\workspace\bobcrm\src\BobCrm.Api\Endpoints\TemplateEndpoints.cs","397","19","ERROR","","? Results.NotFound(new { error = ""Template binding not found."" })","I18n.T(""ERR_"")"
"C:\workspace\bobcrm\src\BobCrm.Api\Endpoints\UserEndpoints.cs","47","38","ERROR","","if (user == null) return Results.NotFound(new { error = ""User not found"" });","I18n.T(""ERR_"")"
"C:\workspace\bobcrm\src\BobCrm.Api\Endpoints\UserEndpoints.cs","71","24","ERROR","","return Results.BadRequest(new { error = ""Username already exists."" });","I18n.T(""ERR_"")"
"C:\workspace\bobcrm\src\BobCrm.Api\Endpoints\UserEndpoints.cs","84","24","ERROR","","return Results.BadRequest(new { error = string.Join(""; "", create.Errors.Select(e => e.Description)) });","I18n.T(""ERR_"")"
"C:\workspace\bobcrm\src\BobCrm.Api\Endpoints\UserEndpoints.cs","93","28","ERROR","","return Results.BadRequest(new { error = string.Join(""; "", addPwd.Errors.Select(e => e.Description)) });","I18n.T(""ERR_"")"
"C:\workspace\bobcrm\src\BobCrm.Api\Endpoints\UserEndpoints.cs","112","38","ERROR","","if (user == null) return Results.NotFound(new { error = ""User not found"" });","I18n.T(""ERR_"")"
"C:\workspace\bobcrm\src\BobCrm.Api\Endpoints\UserEndpoints.cs","143","24","ERROR","","return Results.BadRequest(new { error = string.Join(""; "", update.Errors.Select(e => e.Description)) });","I18n.T(""ERR_"")"
"C:\workspace\bobcrm\src\BobCrm.Api\Endpoints\UserEndpoints.cs","153","32","ERROR","","return Results.BadRequest(new { error = string.Join(""; "", remove.Errors.Select(e => e.Description)) });","I18n.T(""ERR_"")"
"C:\workspace\bobcrm\src\BobCrm.Api\Endpoints\UserEndpoints.cs","160","28","ERROR","","return Results.BadRequest(new { error = string.Join(""; "", add.Errors.Select(e => e.Description)) });","I18n.T(""ERR_"")"
"C:\workspace\bobcrm\src\BobCrm.Api\Endpoints\UserEndpoints.cs","176","38","ERROR","","if (user == null) return Results.NotFound(new { error = ""User not found"" });","I18n.T(""ERR_"")"
"C:\workspace\bobcrm\src\BobCrm.App\Components\Layout\MainLayout.razor","66","29","ERROR","","<span>工作栏</span>","I18n.T(""TXT_"")"
"C:\workspace\bobcrm\src\BobCrm.App\Components\Pages\DynamicEntityData.razor","256","17","ERROR","","MessageService.Error(I18n.T(""MSG_ENTITY_NOT_FOUND_DESC""));","I18n.T(""ERR_"")"
"C:\workspace\bobcrm\src\BobCrm.App\Components\Pages\DynamicEntityData.razor","263","17","ERROR","","MessageService.Error(I18n.T(""MSG_ENTITY_NOT_FOUND_DESC""));","I18n.T(""ERR_"")"
"C:\workspace\bobcrm\src\BobCrm.App\Components\Pages\DynamicEntityData.razor","284","13","ERROR","","MessageService.Error($""{I18n.T(""MSG_LOAD_DATA_FAILED"")}: {ex.Message}"");","I18n.T(""ERR_"")"
"C:\workspace\bobcrm\src\BobCrm.App\Components\Pages\DynamicEntityData.razor","324","13","ERROR","","MessageService.Error($""{I18n.T(""MSG_LOAD_DATA_FAILED"")}: {ex.Message}"");","I18n.T(""ERR_"")"
"C:\workspace\bobcrm\src\BobCrm.App\Components\Pages\DynamicEntityData.razor","422","13","ERROR","","MessageService.Error(I18n.T(""MSG_LOAD_DATA_FAILED""));","I18n.T(""ERR_"")"
"C:\workspace\bobcrm\src\BobCrm.App\Components\Pages\DynamicEntityData.razor","443","13","ERROR","","MessageService.Error($""{I18n.T(""MSG_LOAD_DATA_FAILED"")}: {ex.Message}"");","I18n.T(""ERR_"")"
"C:\workspace\bobcrm\src\BobCrm.App\Components\Pages\DynamicEntityData.razor","458","13","ERROR","","MessageService.Warning(I18n.T(""ERR_VALIDATION_FAILED""));","I18n.T(""MSG_"")"
"C:\workspace\bobcrm\src\BobCrm.App\Components\Pages\DynamicEntityData.razor","471","17","ERROR","","MessageService.Success(I18n.T(""MSG_CREATE_SUCCESS""));","I18n.T(""MSG_"")"
"C:\workspace\bobcrm\src\BobCrm.App\Components\Pages\DynamicEntityData.razor","476","17","ERROR","","MessageService.Success(I18n.T(""MSG_UPDATE_SUCCESS""));","I18n.T(""MSG_"")"
"C:\workspace\bobcrm\src\BobCrm.App\Components\Pages\DynamicEntityData.razor","490","13","ERROR","","MessageService.Error($""{I18n.T(""MSG_SAVE_FAILED"")}: {ex.Message}"");","I18n.T(""ERR_"")"
"C:\workspace\bobcrm\src\BobCrm.App\Components\Pages\DynamicEntityData.razor","999","17","ERROR","","MessageService.Success(I18n.T(""MSG_DELETE_SUCCESS""));","I18n.T(""MSG_"")"
"C:\workspace\bobcrm\src\BobCrm.App\Components\Pages\DynamicEntityData.razor","1004","17","ERROR","","MessageService.Error($""{I18n.T(""MSG_DELETE_FAILED"")}: {ex.Message}"");","I18n.T(""ERR_"")"
"C:\workspace\bobcrm\src\BobCrm.App\Components\Pages\EntityDefinitionEdit.razor","485","13","ERROR","","MessageService.Error($""{I18n.T(""MSG_DOMAIN_LOAD_FAILED"")}: {ex.Message}"");","I18n.T(""ERR_"")"
"C:\workspace\bobcrm\src\BobCrm.App\Components\Pages\EntityDefinitionEdit.razor","707","13","ERROR","","MessageService.Error($""{I18n.T(""MSG_LOAD_FAILED"")}: {ex.Message}"");","I18n.T(""ERR_"")"
"C:\workspace\bobcrm\src\BobCrm.App\Components\Pages\EntityDefinitionEdit.razor","1186","17","ERROR","","MessageService.Error(string.Format(I18n.T(""MSG_FIELD_PROPERTY_REQUIRED""), label));","I18n.T(""ERR_"")"
"C:\workspace\bobcrm\src\BobCrm.App\Components\Pages\EntityDefinitionEdit.razor","1192","17","ERROR","","MessageService.Error(string.Format(I18n.T(""MSG_FIELD_DISPLAYNAME_REQUIRED""), label));","I18n.T(""ERR_"")"
"C:\workspace\bobcrm\src\BobCrm.App\Components\Pages\EntityDefinitionEdit.razor","1199","17","ERROR","","MessageService.Error(string.Format(I18n.T(""MSG_FIELD_TYPE_REQUIRED""), label));","I18n.T(""ERR_"")"
"C:\workspace\bobcrm\src\BobCrm.App\Components\Pages\EntityDefinitionEdit.razor","1207","21","ERROR","","MessageService.Error(string.Format(I18n.T(""MSG_FIELD_STRING_LENGTH_REQUIRED""), label));","I18n.T(""ERR_"")"
"C:\workspace\bobcrm\src\BobCrm.App\Components\Pages\EntityDefinitionEdit.razor","1217","21","ERROR","","MessageService.Error(string.Format(I18n.T(""MSG_FIELD_DECIMAL_REQUIRED""), label));","I18n.T(""ERR_"")"
"C:\workspace\bobcrm\src\BobCrm.App\Components\Pages\EntityDefinitionPublish.razor","215","13","ERROR","","MessageService.Error($""{I18n.T(""MSG_LOAD_FAILED"")}: {ex.Message}"");","I18n.T(""ERR_"")"
"C:\workspace\bobcrm\src\BobCrm.App\Components\Pages\EntityDefinitionPublish.razor","233","13","ERROR","","MessageService.Error($""{I18n.T(""MSG_LOAD_DDL_FAILED"")}: {ex.Message}"");","I18n.T(""ERR_"")"
"C:\workspace\bobcrm\src\BobCrm.App\Components\Pages\EntityDefinitionPublish.razor","250","13","ERROR","","MessageService.Error($""{I18n.T(""MSG_LOAD_HISTORY_FAILED"")}: {ex.Message}"");","I18n.T(""ERR_"")"
"C:\workspace\bobcrm\src\BobCrm.App\Components\Pages\EntityDefinitionPublish.razor","275","17","ERROR","","MessageService.Success(I18n.T(""MSG_PUBLISH_SUCCESS""));","I18n.T(""MSG_"")"
"C:\workspace\bobcrm\src\BobCrm.App\Components\Pages\EntityDefinitionPublish.razor","281","17","ERROR","","MessageService.Error($""{I18n.T(""MSG_PUBLISH_FAILED"")}: {result?.ErrorMessage}"");","I18n.T(""ERR_"")"
"C:\workspace\bobcrm\src\BobCrm.App\Components\Pages\EntityDefinitionPublish.razor","286","13","ERROR","","MessageService.Error($""{I18n.T(""MSG_PUBLISH_FAILED"")}: {ex.Message}"");","I18n.T(""ERR_"")"
"C:\workspace\bobcrm\src\BobCrm.App\Components\Pages\EntityDefinitionPublish.razor","301","13","ERROR","","MessageService.Success(I18n.T(""MSG_CODE_GENERATION_SUCCESS""));","I18n.T(""MSG_"")"
"C:\workspace\bobcrm\src\BobCrm.App\Components\Pages\EntityDefinitionPublish.razor","305","13","ERROR","","MessageService.Error($""{I18n.T(""MSG_CODE_GENERATION_FAILED"")}: {ex.Message}"");","I18n.T(""ERR_"")"
"C:\workspace\bobcrm\src\BobCrm.App\Components\Pages\EntityDefinitionPublish.razor","321","17","ERROR","","MessageService.Success(I18n.T(""MSG_COMPILATION_SUCCESS""));","I18n.T(""MSG_"")"
"C:\workspace\bobcrm\src\BobCrm.App\Components\Pages\EntityDefinitionPublish.razor","325","17","ERROR","","MessageService.Error(I18n.T(""MSG_COMPILATION_FAILED_DETAIL""));","I18n.T(""ERR_"")"
"C:\workspace\bobcrm\src\BobCrm.App\Components\Pages\EntityDefinitionPublish.razor","330","13","ERROR","","MessageService.Error($""{I18n.T(""MSG_COMPILATION_FAILED"")}: {ex.Message}"");","I18n.T(""ERR_"")"
"C:\workspace\bobcrm\src\BobCrm.App\Components\Pages\EntityDefinitions.razor","92","13","ERROR","","MessageService.Error($""加载失败: {ex.Message}"");","I18n.T(""ERR_"")"
"C:\workspace\bobcrm\src\BobCrm.App\Components\Pages\EntityDefinitions.razor","159","17","ERROR","删除成功","MessageService.Success(""删除成功"");","I18n.T(""MSG_XXX"")"
"C:\workspace\bobcrm\src\BobCrm.App\Components\Pages\EntityDefinitions.razor","164","17","ERROR","","MessageService.Error($""删除失败: {ex.Message}"");","I18n.T(""ERR_"")"
"C:\workspace\bobcrm\src\BobCrm.App\Components\Pages\OrganizationManagement.razor","199","13","ERROR","","MessageService.Error($""{I18n.T(""MSG_LOAD_FAILED"")}: {ex.Message}"");","I18n.T(""ERR_"")"
"C:\workspace\bobcrm\src\BobCrm.App\Components\Pages\OrganizationManagement.razor","260","13","ERROR","","MessageService.Warning(I18n.T(""MSG_ORG_ROOT_EXISTS""));","I18n.T(""MSG_"")"
"C:\workspace\bobcrm\src\BobCrm.App\Components\Pages\OrganizationManagement.razor","281","13","ERROR","","MessageService.Warning(I18n.T(""MSG_ORG_SELECT_PARENT""));","I18n.T(""MSG_"")"
"C:\workspace\bobcrm\src\BobCrm.App\Components\Pages\OrganizationManagement.razor","287","13","ERROR","","MessageService.Warning(I18n.T(""MSG_ORG_SAVE_PARENT_FIRST""));","I18n.T(""MSG_"")"
"C:\workspace\bobcrm\src\BobCrm.App\Components\Pages\OrganizationManagement.razor","309","13","ERROR","","MessageService.Warning(I18n.T(""MSG_ORG_CODE_REQUIRED""));","I18n.T(""MSG_"")"
"C:\workspace\bobcrm\src\BobCrm.App\Components\Pages\OrganizationManagement.razor","315","13","ERROR","","MessageService.Warning(I18n.T(""MSG_ORG_NAME_REQUIRED""));","I18n.T(""MSG_"")"
"C:\workspace\bobcrm\src\BobCrm.App\Components\Pages\OrganizationManagement.razor","343","13","ERROR","","MessageService.Success(I18n.T(""MSG_SAVE_SUCCESS""));","I18n.T(""MSG_"")"
"C:\workspace\bobcrm\src\BobCrm.App\Components\Pages\OrganizationManagement.razor","347","13","ERROR","","MessageService.Error($""{I18n.T(""MSG_SAVE_FAILED"")}: {ex.Message}"");","I18n.T(""ERR_"")"
"C:\workspace\bobcrm\src\BobCrm.App\Components\Pages\OrganizationManagement.razor","355","13","ERROR","","MessageService.Warning(I18n.T(""MSG_ORG_SELECT_PARENT""));","I18n.T(""MSG_"")"
"C:\workspace\bobcrm\src\BobCrm.App\Components\Pages\OrganizationManagement.razor","375","13","ERROR","","MessageService.Success(I18n.T(""MSG_DELETE_SUCCESS""));","I18n.T(""MSG_"")"
"C:\workspace\bobcrm\src\BobCrm.App\Components\Pages\OrganizationManagement.razor","379","13","ERROR","","MessageService.Error($""{I18n.T(""MSG_DELETE_FAILED"")}: {ex.Message}"");","I18n.T(""ERR_"")"
"C:\workspace\bobcrm\src\BobCrm.App\Components\Pages\TemplateBindings.razor","44","17","ERROR","","<span>实体类型</span>","I18n.T(""TXT_"")"
"C:\workspace\bobcrm\src\BobCrm.App\Components\Pages\TemplateBindings.razor","53","17","ERROR","","<span>用途</span>","I18n.T(""TXT_"")"
"C:\workspace\bobcrm\src\BobCrm.App\Components\Pages\Templates.razor","605","17","ERROR","","MessageService.Success(I18n.T(""MSG_RESET_SUCCESS""));","I18n.T(""MSG_"")"
"C:\workspace\bobcrm\src\BobCrm.App\Components\Pages\Templates.razor","610","17","ERROR","","MessageService.Error($""{I18n.T(""MSG_RESET_FAILED"")}: {content}"");","I18n.T(""ERR_"")"
"C:\workspace\bobcrm\src\BobCrm.App\Components\Pages\Templates.razor","616","13","ERROR","","MessageService.Error($""{I18n.T(""MSG_RESET_FAILED"")}: {ex.Message}"");","I18n.T(""ERR_"")"
"C:\workspace\bobcrm\src\BobCrm.App\Components\Pages\ThemePlayground.razor","178","60","ERROR","","<button type=""button"">指派拥有者<span>同步表单设计器</span></button>","I18n.T(""BTN_"")"
"C:\workspace\bobcrm\src\BobCrm.App\Components\Pages\ThemePlayground.razor","180","59","ERROR","","<button type=""button"">存为模板<span>保存当前布局</span></button>","I18n.T(""BTN_"")"
"C:\workspace\bobcrm\src\BobCrm.App\Components\Shared\SubEntityTabs.razor","162","13","ERROR","","MessageService.Error(I18n.T(""MSG_SUB_ENTITY_CODE_REQUIRED""));","I18n.T(""ERR_"")"
"C:\workspace\bobcrm\src\BobCrm.App\Components\Shared\SubEntityTabs.razor","168","13","ERROR","","MessageService.Error(I18n.T(""MSG_SUB_ENTITY_CODE_FORMAT""));","I18n.T(""ERR_"")"
"C:\workspace\bobcrm\src\BobCrm.App\Components\Shared\SubEntityTabs.razor","175","13","ERROR","","MessageService.Error(I18n.T(""MSG_SUB_ENTITY_CODE_EXISTS""));","I18n.T(""ERR_"")"
"C:\workspace\bobcrm\src\BobCrm.App\Components\Shared\SubEntityTabs.razor","182","13","ERROR","","MessageService.Error(I18n.T(""MSG_SUB_ENTITY_DISPLAY_NAME_REQUIRED""));","I18n.T(""ERR_"")"
